hr,weekday,cnt,workingday
12,4,72.0,1
13,4,80.0,1
14,4,78.0,1
15,4,68.0,1
16,4,71.0,1
17,4,202.0,1
18,4,167.0,1
19,4,106.0,1
20,4,70.0,1
21,4,51.0,1
22,4,53.0,1
23,4,23.0,1
0,5,12.0,1
1,5,4.0,1
2,5,2.0,1
3,5,1.0,1
4,5,1.0,1
5,5,7.0,1
6,5,29.0,1
7,5,83.0,1
8,5,228.0,1
9,5,150.0,1
10,5,66.0,1
11,5,89.0,1
12,5,97.0,1
13,5,87.0,1
14,5,95.0,1
15,5,106.0,1
16,5,118.0,1
17,5,228.0,1
18,5,187.0,1
19,5,107.0,1
20,5,87.0,1
21,5,70.0,1
22,5,44.0,1
23,5,46.0,1
0,6,19.0,0
1,6,25.0,0
2,6,20.0,0
3,6,2.0,0
4,6,1.0,0
5,6,3.0,0
6,6,4.0,0
7,6,15.0,0
8,6,45.0,0
9,6,63.0,0
10,6,103.0,0
11,6,159.0,0
12,6,167.0,0
13,6,190.0,0
14,6,198.0,0
15,6,205.0,0
16,6,204.0,0
17,6,164.0,0
18,6,152.0,0
19,6,89.0,0
20,6,70.0,0
21,6,72.0,0
22,6,63.0,0
23,6,44.0,0
0,0,52.0,0
1,0,39.0,0
2,0,32.0,0
3,0,11.0,0
4,0,3.0,0
6,0,2.0,0
7,0,5.0,0
8,0,9.0,0
9,0,22.0,0
10,0,31.0,0
11,0,62.0,0
12,0,79.0,0
13,0,105.0,0
14,0,39.0,0
15,0,7.0,0
16,0,11.0,0
17,0,25.0,0
18,0,23.0,0
19,0,11.0,0
20,0,11.0,0
21,0,7.0,0
22,0,10.0,0
23,0,9.0,0
0,1,4.0,1
1,1,2.0,1
3,1,1.0,1
4,1,1.0,1
5,1,1.0,1
6,1,34.0,1
7,1,91.0,1
8,1,211.0,1
9,1,134.0,1
10,1,58.0,1
11,1,60.0,1
12,1,96.0,1
13,1,70.0,1
14,1,77.0,1
15,1,96.0,1
16,1,122.0,1
17,1,233.0,1
18,1,233.0,1
19,1,145.0,1
20,1,92.0,1
21,1,54.0,1
22,1,35.0,1
23,1,22.0,1
0,2,10.0,1
1,2,4.0,1
2,2,1.0,1
3,2,7.0,1
4,2,2.0,1
5,2,10.0,1
6,2,45.0,1
7,2,128.0,1
8,2,257.0,1
9,2,151.0,1
10,2,71.0,1
11,2,78.0,1
12,2,99.0,1
13,2,98.0,1
14,2,72.0,1
15,2,112.0,1
16,2,108.0,1
17,2,248.0,1
18,2,235.0,1
19,2,150.0,1
20,2,76.0,1
21,2,75.0,1
22,2,55.0,1
23,2,41.0,1
0,3,9.0,1
1,3,4.0,1
2,3,2.0,1
3,3,3.0,1
4,3,2.0,1
5,3,8.0,1
6,3,49.0,1
7,3,141.0,1
8,3,249.0,1
9,3,141.0,1
10,3,57.0,1
11,3,59.0,1
12,3,98.0,1
13,3,99.0,1
14,3,71.0,1
15,3,79.0,1
16,3,112.0,1
17,3,194.0,1
18,3,188.0,1
19,3,134.0,1
20,3,91.0,1
21,3,62.0,1
22,3,21.0,1
23,3,18.0,1
0,4,3.0,1
1,4,2.0,1
2,4,1.0,1
5,4,3.0,1
6,4,12.0,1
7,4,37.0,1
8,4,44.0,1
9,4,24.0,1
10,4,17.0,1
11,4,11.0,1
12,4,34.0,1
13,4,12.0,1
14,4,12.0,1
15,4,14.0,1
16,4,21.0,1
17,4,111.0,1
18,4,82.0,1
19,4,56.0,1
20,4,38.0,1
21,4,28.0,1
22,4,34.0,1
23,4,27.0,1
0,5,6.0,1
1,5,8.0,1
2,5,5.0,1
3,5,2.0,1
5,5,7.0,1
6,5,32.0,1
7,5,114.0,1
8,5,259.0,1
9,5,156.0,1
10,5,78.0,1
11,5,81.0,1
12,5,111.0,1
13,5,107.0,1
14,5,89.0,1
15,5,85.0,1
16,5,113.0,1
17,5,223.0,1
18,5,153.0,1
19,5,118.0,1
20,5,76.0,1
21,5,53.0,1
22,5,64.0,1
23,5,37.0,1
0,6,34.0,0
1,6,18.0,0
2,6,14.0,0
3,6,7.0,0
4,6,1.0,0
5,6,2.0,0
6,6,4.0,0
7,6,23.0,0
8,6,53.0,0
9,6,101.0,0
10,6,99.0,0
11,6,119.0,0
12,6,158.0,0
13,6,157.0,0
14,6,166.0,0
15,6,182.0,0
16,6,244.0,0
17,6,213.0,0
18,6,145.0,0
19,6,112.0,0
20,6,86.0,0
21,6,82.0,0
22,6,63.0,0
23,6,49.0,0
0,0,38.0,0
1,0,33.0,0
3,0,23.0,0
4,0,13.0,0
5,0,3.0,0
6,0,2.0,0
7,0,10.0,0
8,0,34.0,0
9,0,44.0,0
10,0,122.0,0
11,0,181.0,0
12,0,194.0,0
13,0,221.0,0
14,0,250.0,0
15,0,304.0,0
16,0,256.0,0
17,0,241.0,0
18,0,147.0,0
19,0,101.0,0
20,0,77.0,0
21,0,58.0,0
22,0,37.0,0
23,0,28.0,0
0,1,11.0,1
1,1,1.0,1
2,1,1.0,1
3,1,3.0,1
5,1,8.0,1
6,1,28.0,1
7,1,88.0,1
8,1,241.0,1
9,1,140.0,1
10,1,84.0,1
11,1,71.0,1
12,1,94.0,1
13,1,75.0,1
14,1,79.0,1
15,1,101.0,1
16,1,107.0,1
17,1,271.0,1
18,1,235.0,1
19,1,150.0,1
20,1,129.0,1
21,1,63.0,1
22,1,47.0,1
23,1,19.0,1
0,2,14.0,1
1,2,10.0,1
2,2,3.0,1
4,2,2.0,1
5,2,11.0,1
6,2,35.0,1
7,2,119.0,1
8,2,282.0,1
9,2,157.0,1
10,2,78.0,1
11,2,78.0,1
12,2,102.0,1
13,2,97.0,1
14,2,88.0,1
15,2,90.0,1
16,2,114.0,1
17,2,217.0,1
18,2,225.0,1
19,2,152.0,1
20,2,88.0,1
21,2,55.0,1
22,2,21.0,1
23,2,18.0,1
0,3,8.0,1
1,3,3.0,1
3,3,3.0,1
4,3,1.0,1
5,3,3.0,1
6,3,31.0,1
7,3,111.0,1
8,3,253.0,1
9,3,154.0,1
10,3,68.0,1
11,3,75.0,1
12,3,88.0,1
13,3,99.0,1
14,3,100.0,1
15,3,101.0,1
16,3,151.0,1
17,3,253.0,1
18,3,237.0,1
19,3,168.0,1
20,3,121.0,1
21,3,78.0,1
22,3,59.0,1
23,3,27.0,1
0,4,23.0,1
1,4,12.0,1
2,4,8.0,1
3,4,2.0,1
4,4,3.0,1
5,4,13.0,1
6,4,51.0,1
7,4,140.0,1
8,4,299.0,1
9,4,185.0,1
10,4,78.0,1
11,4,86.0,1
12,4,105.0,1
13,4,111.0,1
14,4,119.0,1
15,4,125.0,1
16,4,142.0,1
17,4,313.0,1
18,4,310.0,1
19,4,207.0,1
20,4,137.0,1
21,4,138.0,1
22,4,87.0,1
23,4,50.0,1
0,5,29.0,1
1,5,16.0,1
2,5,14.0,1
3,5,5.0,1
5,5,10.0,1
6,5,36.0,1
7,5,123.0,1
8,5,280.0,1
9,5,210.0,1
10,5,117.0,1
11,5,159.0,1
12,5,195.0,1
13,5,175.0,1
14,5,174.0,1
15,5,173.0,1
16,5,204.0,1
17,5,332.0,1
18,5,331.0,1
19,5,190.0,1
20,5,149.0,1
21,5,113.0,1
22,5,118.0,1
23,5,86.0,1
0,6,76.0,0
1,6,51.0,0
2,6,25.0,0
3,6,8.0,0
4,6,3.0,0
5,6,2.0,0
6,6,10.0,0
7,6,13.0,0
8,6,48.0,0
9,6,76.0,0
10,6,140.0,0
11,6,196.0,0
12,6,267.0,0
13,6,301.0,0
14,6,312.0,0
15,6,313.0,0
16,6,304.0,0
17,6,278.0,0
18,6,217.0,0
19,6,154.0,0
20,6,108.0,0
21,6,93.0,0
22,6,72.0,0
23,6,50.0,0
0,0,40.0,0
1,0,24.0,0
2,0,30.0,0
3,0,12.0,0
4,0,3.0,0
5,0,9.0,0
6,0,4.0,0
7,0,14.0,0
8,0,37.0,0
9,0,78.0,0
10,0,136.0,0
11,0,203.0,0
12,0,228.0,0
13,0,203.0,0
14,0,279.0,0
15,0,308.0,0
16,0,224.0,0
17,0,226.0,0
18,0,156.0,0
19,0,79.0,0
20,0,67.0,0
21,0,49.0,0
22,0,38.0,0
23,0,24.0,0
0,1,13.0,1
1,1,7.0,1
2,1,6.0,1
3,1,1.0,1
5,1,2.0,1
6,1,32.0,1
7,1,18.0,1
8,1,98.0,1
9,1,127.0,1
10,1,62.0,1
11,1,79.0,1
12,1,81.0,1
13,1,112.0,1
14,1,101.0,1
15,1,107.0,1
16,1,141.0,1
17,1,272.0,1
18,1,276.0,1
19,1,221.0,1
20,1,122.0,1
21,1,91.0,1
22,1,78.0,1
23,1,30.0,1
0,2,11.0,1
1,2,19.0,1
2,2,1.0,1
3,2,5.0,1
4,2,1.0,1
5,2,12.0,1
6,2,60.0,1
7,2,136.0,1
8,2,336.0,1
9,2,178.0,1
10,2,124.0,1
11,2,86.0,1
12,2,121.0,1
13,2,106.0,1
14,2,101.0,1
15,2,134.0,1
16,2,165.0,1
17,2,307.0,1
18,2,312.0,1
19,2,164.0,1
20,2,135.0,1
21,2,87.0,1
22,2,70.0,1
23,2,32.0,1
0,3,11.0,1
1,3,7.0,1
2,3,2.0,1
3,3,3.0,1
5,3,10.0,1
6,3,44.0,1
7,3,118.0,1
8,3,261.0,1
9,3,182.0,1
10,3,75.0,1
11,3,71.0,1
12,3,87.0,1
13,3,108.0,1
14,3,84.0,1
15,3,85.0,1
16,3,136.0,1
17,3,273.0,1
18,3,238.0,1
19,3,159.0,1
20,3,75.0,1
21,3,22.0,1
22,3,44.0,1
23,3,26.0,1
0,4,11.0,1
1,4,3.0,1
2,4,6.0,1
3,4,1.0,1
4,4,1.0,1
5,4,9.0,1
6,4,41.0,1
7,4,108.0,1
8,4,124.0,1
9,4,97.0,1
10,4,65.0,1
11,4,71.0,1
12,4,94.0,1
13,4,101.0,1
14,4,83.0,1
15,4,90.0,1
16,4,84.0,1
17,4,233.0,1
18,4,214.0,1
19,4,138.0,1
20,4,118.0,1
21,4,78.0,1
22,4,62.0,1
23,4,33.0,1
0,5,18.0,1
1,5,5.0,1
2,5,5.0,1
3,5,2.0,1
4,5,5.0,1
5,5,9.0,1
6,5,32.0,1
7,5,104.0,1
8,5,237.0,1
9,5,166.0,1
10,5,68.0,1
11,5,75.0,1
12,5,145.0,1
13,5,138.0,1
14,5,133.0,1
15,5,122.0,1
16,5,150.0,1
17,5,225.0,1
18,5,198.0,1
19,5,135.0,1
20,5,81.0,1
21,5,75.0,1
22,5,43.0,1
23,5,39.0,1
0,6,28.0,0
1,6,27.0,0
2,6,25.0,0
3,6,9.0,0
4,6,6.0,0
5,6,8.0,0
6,6,10.0,0
7,6,41.0,0
8,6,66.0,0
9,6,100.0,0
10,6,125.0,0
11,6,168.0,0
12,6,227.0,0
13,6,239.0,0
14,6,216.0,0
15,6,219.0,0
16,6,248.0,0
17,6,203.0,0
18,6,153.0,0
19,6,138.0,0
20,6,85.0,0
21,6,51.0,0
22,6,63.0,0
23,6,41.0,0
0,0,31.0,0
1,0,20.0,0
2,0,21.0,0
3,0,14.0,0
4,0,6.0,0
6,0,2.0,0
7,0,7.0,0
8,0,14.0,0
9,0,54.0,0
10,0,86.0,0
11,0,108.0,0
12,0,163.0,0
13,0,147.0,0
14,0,164.0,0
15,0,172.0,0
16,0,143.0,0
17,0,159.0,0
18,0,137.0,0
19,0,103.0,0
20,0,57.0,0
21,0,36.0,0
22,0,30.0,0
23,0,19.0,0
0,1,12.0,1
1,1,6.0,1
2,1,5.0,1
3,1,2.0,1
5,1,8.0,1
6,1,40.0,1
7,1,110.0,1
8,1,254.0,1
9,1,121.0,1
10,1,69.0,1
11,1,57.0,1
12,1,79.0,1
13,1,83.0,1
14,1,80.0,1
15,1,72.0,1
16,1,132.0,1
17,1,252.0,1
18,1,241.0,1
19,1,173.0,1
20,1,112.0,1
21,1,61.0,1
22,1,40.0,1
23,1,19.0,1
0,2,16.0,1
1,2,4.0,1
2,2,3.0,1
3,2,3.0,1
4,2,2.0,1
5,2,8.0,1
6,2,50.0,1
7,2,133.0,1
8,2,287.0,1
9,2,172.0,1
10,2,59.0,1
11,2,81.0,1
12,2,106.0,1
13,2,104.0,1
14,2,86.0,1
15,2,87.0,1
16,2,136.0,1
17,2,299.0,1
18,2,294.0,1
19,2,190.0,1
20,2,132.0,1
21,2,83.0,1
22,2,55.0,1
23,2,35.0,1
0,3,11.0,1
1,3,10.0,1
2,3,4.0,1
3,3,4.0,1
4,3,1.0,1
5,3,7.0,1
6,3,48.0,1
7,3,136.0,1
8,3,263.0,1
9,3,154.0,1
10,3,64.0,1
11,3,90.0,1
12,3,80.0,1
13,3,98.0,1
14,3,80.0,1
15,3,70.0,1
16,3,36.0,1
17,3,116.0,1
18,3,85.0,1
19,3,72.0,1
20,3,44.0,1
21,3,27.0,1
22,3,24.0,1
23,3,12.0,1
0,4,3.0,1
1,4,5.0,1
2,4,5.0,1
3,4,1.0,1
4,4,2.0,1
5,4,8.0,1
6,4,36.0,1
7,4,92.0,1
8,4,192.0,1
9,4,132.0,1
10,4,69.0,1
11,4,58.0,1
12,4,90.0,1
13,4,68.0,1
14,4,76.0,1
15,4,65.0,1
16,4,85.0,1
17,4,168.0,1
18,4,177.0,1
19,4,130.0,1
20,4,85.0,1
21,4,60.0,1
22,4,51.0,1
23,4,27.0,1
0,5,6.0,1
1,5,4.0,1
2,5,7.0,1
3,5,4.0,1
4,5,3.0,1
5,5,12.0,1
6,5,28.0,1
7,5,95.0,1
8,5,206.0,1
9,5,173.0,1
10,5,75.0,1
11,5,89.0,1
12,5,95.0,1
13,5,110.0,1
14,5,87.0,1
15,5,111.0,1
16,5,167.0,1
17,5,281.0,1
18,5,241.0,1
19,5,136.0,1
20,5,77.0,1
21,5,93.0,1
22,5,74.0,1
23,5,53.0,1
0,6,32.0,0
1,6,32.0,0
2,6,21.0,0
3,6,9.0,0
4,6,5.0,0
5,6,5.0,0
6,6,12.0,0
7,6,18.0,0
8,6,55.0,0
9,6,87.0,0
10,6,154.0,0
11,6,198.0,0
12,6,184.0,0
13,6,137.0,0
14,6,190.0,0
15,6,136.0,0
16,6,196.0,0
17,6,184.0,0
18,6,179.0,0
19,6,148.0,0
20,6,85.0,0
21,6,77.0,0
22,6,55.0,0
23,6,53.0,0
0,0,39.0,0
1,0,34.0,0
2,0,24.0,0
3,0,11.0,0
4,0,3.0,0
5,0,5.0,0
6,0,33.0,0
7,0,33.0,0
8,0,62.0,0
9,0,142.0,0
10,0,215.0,0
11,0,243.0,0
12,0,313.0,0
13,0,367.0,0
14,0,349.0,0
15,0,292.0,0
16,0,303.0,0
17,0,274.0,0
18,0,172.0,0
19,0,144.0,0
20,0,79.0,0
21,0,45.0,0
22,0,36.0,0
23,0,31.0,0
0,1,6.0,1
1,1,11.0,1
2,1,2.0,1
3,1,1.0,1
4,1,2.0,1
5,1,7.0,1
6,1,46.0,1
7,1,157.0,1
8,1,339.0,1
9,1,158.0,1
10,1,90.0,1
11,1,124.0,1
12,1,157.0,1
13,1,139.0,1
14,1,123.0,1
15,1,143.0,1
16,1,189.0,1
17,1,366.0,1
18,1,386.0,1
19,1,278.0,1
20,1,173.0,1
21,1,95.0,1
22,1,75.0,1
23,1,48.0,1
0,2,22.0,1
1,2,15.0,1
2,2,5.0,1
3,2,4.0,1
4,2,2.0,1
5,2,5.0,1
6,2,38.0,1
7,2,134.0,1
8,2,157.0,1
9,2,46.0,1
10,2,28.0,1
11,2,19.0,1
12,2,38.0,1
13,2,56.0,1
14,2,76.0,1
15,2,68.0,1
16,2,130.0,1
17,2,273.0,1
18,2,267.0,1
19,2,160.0,1
20,2,91.0,1
21,2,89.0,1
22,2,46.0,1
23,2,26.0,1
0,3,15.0,1
1,3,2.0,1
2,3,5.0,1
3,3,4.0,1
4,3,1.0,1
5,3,13.0,1
6,3,56.0,1
7,3,133.0,1
8,3,325.0,1
9,3,165.0,1
10,3,69.0,1
11,3,93.0,1
12,3,134.0,1
13,3,112.0,1
14,3,115.0,1
15,3,117.0,1
16,3,169.0,1
17,3,356.0,1
18,3,325.0,1
19,3,232.0,1
20,3,141.0,1
21,3,102.0,1
22,3,84.0,1
23,3,40.0,1
0,4,20.0,1
1,4,13.0,1
2,4,7.0,1
3,4,3.0,1
4,4,1.0,1
5,4,6.0,1
6,4,64.0,1
7,4,160.0,1
8,4,314.0,1
9,4,170.0,1
10,4,95.0,1
11,4,122.0,1
12,4,153.0,1
13,4,135.0,1
14,4,157.0,1
15,4,160.0,1
16,4,213.0,1
17,4,343.0,1
18,4,333.0,1
19,4,226.0,1
20,4,203.0,1
21,4,108.0,1
22,4,81.0,1
23,4,54.0,1
0,5,25.0,1
1,5,9.0,1
2,5,13.0,1
3,5,1.0,1
4,5,1.0,1
5,5,9.0,1
6,5,35.0,1
7,5,113.0,1
8,5,221.0,1
9,5,185.0,1
10,5,73.0,1
11,5,98.0,1
12,5,80.0,1
13,5,42.0,1
14,5,15.0,1
15,5,25.0,1
16,5,60.0,1
17,5,148.0,1
18,5,62.0,1
19,5,53.0,1
20,5,63.0,1
21,5,54.0,1
22,5,51.0,1
23,5,35.0,1
0,6,31.0,0
1,6,20.0,0
2,6,17.0,0
3,6,14.0,0
4,6,3.0,0
5,6,5.0,0
6,6,13.0,0
7,6,21.0,0
8,6,54.0,0
9,6,98.0,0
10,6,133.0,0
11,6,142.0,0
12,6,202.0,0
13,6,222.0,0
14,6,212.0,0
15,6,201.0,0
16,6,191.0,0
17,6,257.0,0
18,6,177.0,0
19,6,130.0,0
20,6,93.0,0
21,6,75.0,0
22,6,87.0,0
23,6,57.0,0
0,0,53.0,0
1,0,37.0,0
2,0,36.0,0
3,0,16.0,0
4,0,5.0,0
5,0,4.0,0
6,0,4.0,0
7,0,10.0,0
8,0,55.0,0
9,0,81.0,0
10,0,150.0,0
11,0,202.0,0
12,0,230.0,0
13,0,263.0,0
14,0,281.0,0
15,0,297.0,0
16,0,288.0,0
17,0,236.0,0
18,0,240.0,0
19,0,131.0,0
20,0,92.0,0
21,0,95.0,0
22,0,57.0,0
23,0,32.0,0
0,1,23.0,1
1,1,4.0,1
2,1,9.0,1
4,1,1.0,1
5,1,13.0,1
6,1,61.0,1
7,1,176.0,1
8,1,314.0,1
9,1,165.0,1
10,1,96.0,1
11,1,104.0,1
12,1,134.0,1
13,1,139.0,1
14,1,145.0,1
15,1,141.0,1
16,1,235.0,1
17,1,452.0,1
18,1,383.0,1
19,1,284.0,1
20,1,166.0,1
21,1,158.0,1
22,1,91.0,1
23,1,54.0,1
0,2,24.0,1
1,2,13.0,1
2,2,14.0,1
3,2,1.0,1
4,2,6.0,1
5,2,16.0,1
6,2,58.0,1
7,2,189.0,1
8,2,226.0,1
9,2,54.0,1
10,2,40.0,1
11,2,49.0,1
12,2,92.0,1
13,2,106.0,1
14,2,44.0,1
15,2,78.0,1
16,2,99.0,1
17,2,291.0,1
18,2,224.0,1
19,2,130.0,1
20,2,103.0,1
21,2,84.0,1
22,2,54.0,1
23,2,39.0,1
0,3,15.0,1
1,3,1.0,1
2,3,2.0,1
3,3,2.0,1
4,3,3.0,1
5,3,5.0,1
6,3,34.0,1
7,3,70.0,1
8,3,164.0,1
9,3,65.0,1
10,3,46.0,1
11,3,61.0,1
12,3,95.0,1
13,3,61.0,1
14,3,106.0,1
15,3,81.0,1
16,3,142.0,1
17,3,309.0,1
18,3,321.0,1
19,3,175.0,1
20,3,126.0,1
21,3,117.0,1
22,3,99.0,1
23,3,62.0,1
0,4,21.0,1
1,4,10.0,1
2,4,3.0,1
3,4,2.0,1
4,4,9.0,1
5,4,14.0,1
6,4,70.0,1
7,4,193.0,1
8,4,337.0,1
9,4,170.0,1
10,4,89.0,1
11,4,115.0,1
12,4,145.0,1
13,4,159.0,1
14,4,137.0,1
15,4,142.0,1
16,4,202.0,1
17,4,388.0,1
18,4,337.0,1
19,4,259.0,1
20,4,169.0,1
21,4,145.0,1
22,4,104.0,1
23,4,47.0,1
0,5,27.0,0
1,5,15.0,0
2,5,18.0,0
3,5,3.0,0
4,5,3.0,0
5,5,13.0,0
6,5,47.0,0
7,5,149.0,0
8,5,300.0,0
9,5,178.0,0
10,5,122.0,0
11,5,136.0,0
12,5,200.0,0
13,5,180.0,0
14,5,163.0,0
15,5,162.0,0
16,5,243.0,0
17,5,331.0,0
18,5,263.0,0
19,5,209.0,0
20,5,118.0,0
21,5,102.0,0
22,5,80.0,0
23,5,64.0,0
0,6,43.0,0
1,6,33.0,0
2,6,24.0,0
3,6,14.0,0
4,6,5.0,0
5,6,4.0,0
6,6,10.0,0
7,6,21.0,0
8,6,45.0,0
9,6,29.0,0
10,6,22.0,0
11,6,31.0,0
12,6,32.0,0
13,6,58.0,0
14,6,63.0,0
15,6,78.0,0
16,6,33.0,0
17,6,15.0,0
18,6,38.0,0
19,6,71.0,0
20,6,53.0,0
21,6,14.0,0
22,6,24.0,0
23,6,35.0,0
0,0,33.0,0
1,0,31.0,0
2,0,29.0,0
3,0,25.0,0
4,0,7.0,0
5,0,3.0,0
6,0,8.0,0
7,0,16.0,0
8,0,43.0,0
9,0,102.0,0
10,0,211.0,0
11,0,304.0,0
12,0,354.0,0
13,0,343.0,0
14,0,361.0,0
15,0,388.0,0
16,0,343.0,0
17,0,306.0,0
18,0,277.0,0
19,0,210.0,0
20,0,141.0,0
21,0,83.0,0
22,0,70.0,0
23,0,56.0,0
0,1,39.0,1
1,1,19.0,1
2,1,16.0,1
3,1,7.0,1
4,1,6.0,1
5,1,16.0,1
6,1,54.0,1
7,1,168.0,1
8,1,297.0,1
9,1,169.0,1
10,1,109.0,1
11,1,123.0,1
12,1,184.0,1
13,1,169.0,1
14,1,144.0,1
15,1,176.0,1
16,1,205.0,1
17,1,428.0,1
18,1,362.0,1
19,1,286.0,1
20,1,165.0,1
21,1,151.0,1
22,1,90.0,1
23,1,46.0,1
0,2,25.0,1
1,2,7.0,1
2,2,13.0,1
3,2,3.0,1
4,2,5.0,1
5,2,18.0,1
6,2,65.0,1
7,2,188.0,1
8,2,351.0,1
9,2,162.0,1
10,2,75.0,1
11,2,72.0,1
12,2,103.0,1
13,2,129.0,1
14,2,107.0,1
15,2,127.0,1
16,2,192.0,1
17,2,411.0,1
18,2,421.0,1
19,2,276.0,1
20,2,168.0,1
21,2,122.0,1
22,2,112.0,1
23,2,52.0,1
0,3,33.0,1
1,3,7.0,1
2,3,2.0,1
3,3,2.0,1
4,3,9.0,1
5,3,15.0,1
6,3,64.0,1
7,3,237.0,1
8,3,396.0,1
9,3,197.0,1
10,3,131.0,1
11,3,118.0,1
12,3,145.0,1
13,3,177.0,1
14,3,148.0,1
15,3,145.0,1
16,3,255.0,1
17,3,432.0,1
18,3,441.0,1
19,3,383.0,1
20,3,225.0,1
21,3,172.0,1
22,3,117.0,1
23,3,93.0,1
0,4,44.0,1
1,4,26.0,1
2,4,13.0,1
3,4,7.0,1
4,4,6.0,1
5,4,14.0,1
6,4,75.0,1
7,4,198.0,1
8,4,365.0,1
9,4,196.0,1
10,4,98.0,1
11,4,133.0,1
12,4,199.0,1
13,4,177.0,1
14,4,228.0,1
15,4,235.0,1
16,4,294.0,1
17,4,481.0,1
18,4,452.0,1
19,4,324.0,1
20,4,204.0,1
21,4,184.0,1
22,4,137.0,1
23,4,99.0,1
0,5,33.0,1
1,5,24.0,1
2,5,9.0,1
3,5,2.0,1
4,5,3.0,1
5,5,16.0,1
6,5,49.0,1
7,5,180.0,1
8,5,346.0,1
9,5,195.0,1
10,5,136.0,1
11,5,106.0,1
12,5,80.0,1
13,5,40.0,1
14,5,36.0,1
15,5,75.0,1
16,5,62.0,1
17,5,69.0,1
18,5,51.0,1
19,5,55.0,1
20,5,47.0,1
21,5,28.0,1
22,5,24.0,1
23,5,17.0,1
0,6,18.0,0
1,6,16.0,0
2,6,17.0,0
3,6,4.0,0
4,6,5.0,0
5,6,7.0,0
6,6,11.0,0
7,6,19.0,0
8,6,47.0,0
9,6,68.0,0
10,6,129.0,0
11,6,232.0,0
12,6,291.0,0
13,6,312.0,0
14,6,391.0,0
15,6,397.0,0
16,6,426.0,0
17,6,383.0,0
18,6,376.0,0
19,6,283.0,0
20,6,183.0,0
21,6,135.0,0
22,6,169.0,0
23,6,117.0,0
0,0,96.0,0
1,0,54.0,0
2,0,72.0,0
3,0,24.0,0
4,0,5.0,0
5,0,12.0,0
6,0,13.0,0
7,0,27.0,0
8,0,80.0,0
9,0,177.0,0
10,0,289.0,0
11,0,317.0,0
12,0,388.0,0
13,0,441.0,0
14,0,420.0,0
15,0,369.0,0
16,0,359.0,0
17,0,331.0,0
18,0,270.0,0
19,0,194.0,0
20,0,105.0,0
21,0,61.0,0
22,0,45.0,0
23,0,42.0,0
0,1,12.0,1
1,1,10.0,1
2,1,10.0,1
3,1,10.0,1
4,1,5.0,1
5,1,17.0,1
6,1,66.0,1
7,1,196.0,1
8,1,353.0,1
9,1,174.0,1
10,1,125.0,1
11,1,147.0,1
12,1,188.0,1
13,1,203.0,1
14,1,146.0,1
15,1,175.0,1
16,1,239.0,1
17,1,521.0,1
18,1,499.0,1
19,1,382.0,1
20,1,237.0,1
21,1,190.0,1
22,1,106.0,1
23,1,62.0,1
0,2,27.0,1
1,2,21.0,1
2,2,26.0,1
3,2,21.0,1
4,2,6.0,1
5,2,16.0,1
6,2,80.0,1
7,2,270.0,1
8,2,449.0,1
9,2,199.0,1
10,2,120.0,1
11,2,172.0,1
12,2,186.0,1
13,2,176.0,1
14,2,155.0,1
15,2,153.0,1
16,2,291.0,1
17,2,521.0,1
18,2,528.0,1
19,2,328.0,1
20,2,234.0,1
21,2,195.0,1
22,2,148.0,1
23,2,78.0,1
0,3,27.0,1
1,3,17.0,1
2,3,5.0,1
3,3,7.0,1
4,3,6.0,1
5,3,17.0,1
6,3,84.0,1
7,3,246.0,1
8,3,444.0,1
9,3,181.0,1
10,3,92.0,1
11,3,156.0,1
12,3,173.0,1
13,3,150.0,1
14,3,148.0,1
15,3,138.0,1
16,3,218.0,1
17,3,521.0,1
18,3,412.0,1
19,3,260.0,1
20,3,218.0,1
21,3,145.0,1
22,3,129.0,1
23,3,78.0,1
0,4,54.0,1
1,4,20.0,1
2,4,21.0,1
3,4,3.0,1
4,4,9.0,1
5,4,13.0,1
6,4,86.0,1
7,4,215.0,1
8,4,398.0,1
9,4,183.0,1
10,4,54.0,1
11,4,84.0,1
12,4,107.0,1
13,4,121.0,1
14,4,142.0,1
15,4,163.0,1
16,4,270.0,1
17,4,455.0,1
18,4,530.0,1
19,4,404.0,1
20,4,269.0,1
21,4,194.0,1
22,4,153.0,1
23,4,110.0,1
0,5,48.0,1
1,5,31.0,1
2,5,10.0,1
3,5,5.0,1
4,5,6.0,1
5,5,25.0,1
6,5,71.0,1
7,5,240.0,1
8,5,421.0,1
9,5,230.0,1
10,5,156.0,1
11,5,157.0,1
12,5,223.0,1
13,5,308.0,1
14,5,248.0,1
15,5,252.0,1
16,5,299.0,1
17,5,508.0,1
18,5,439.0,1
19,5,270.0,1
20,5,194.0,1
21,5,195.0,1
22,5,146.0,1
23,5,113.0,1
0,6,106.0,0
1,6,74.0,0
2,6,65.0,0
3,6,17.0,0
4,6,7.0,0
5,6,7.0,0
6,6,21.0,0
7,6,48.0,0
8,6,91.0,0
9,6,156.0,0
10,6,279.0,0
11,6,321.0,0
12,6,416.0,0
13,6,455.0,0
14,6,452.0,0
15,6,499.0,0
16,6,464.0,0
17,6,407.0,0
18,6,371.0,0
19,6,387.0,0
20,6,224.0,0
21,6,177.0,0
22,6,143.0,0
23,6,125.0,0
0,0,96.0,0
1,0,59.0,0
2,0,50.0,0
3,0,23.0,0
4,0,17.0,0
5,0,10.0,0
6,0,13.0,0
7,0,33.0,0
8,0,59.0,0
